10112,0,10112,0,10112
10112,49,15,10,246022
10113,0,10113,0,10113
10113,76,5,23,54934
10114,0,10114,0,10114
10114,27,15,10,245536
10115,0,10115,0,10115
10115,10,45,1,30346
10116,0,10116,0,10116
10116,45,15,10,245050
10117,0,10117,0,10117
10117,14,3,1,30352
10118,0,10118,0,10118
10118,91,27,38,3892336
10119,0,10119,0,10119
10119,54,5,1,30358
10120,0,10120,0,10120
10120,57,95,10,244078
10121,0,10121,0,10121
10121,54,15,1,30364
10122,0,10122,0,10122
10122,67,95,10,243592
10123,0,10123,0,10123
10123,48,27,21,122950
10124,0,10124,0,10124
10124,5455,9,2652,39264642684389352187055733771969908776
10125,0,10125,0,10125
10125,72,5,33,56392
10126,0,10126,0,10126
10126,189,5,124,443962
10127,0,10127,0,10127
10127,198,29,145,64375486
10128,0,10128,0,10128
10128,255,5,166,16045666
10129,0,10129,0,10129
10129,28,69,1,30388
10130,0,10130,0,10130
10130,41,5,10,241648
10131,0,10131,0,10131
10131,80,3,47,1004380
10132,0,10132,0,10132
10132,93,15,44,3727744
10133,0,10133,0,10133
10133,5436,9,2633,39264642684389352187055733771969908776
10134,0,10134,0,10134
10134,5473,9,2670,39264642684389352187055733771969908776
10135,0,10135,0,10135
10135,20,3,1,30406
10136,0,10136,0,10136
10136,233,95,138,1793576638
10137,0,10137,0,10137
10137,36,69,1,30412
10138,0,10138,0,10138
10138,225,5,106,130506040
10139,0,10139,0,10139
10139,8,51,1,30418
10140,0,10140,0,10140
10140,105,27,10,239218
10141,0,10141,0,10141
10141,170,95,97,1048901560
10142,0,10142,0,10142
10142,67,27,30,515008
10143,0,10143,0,10143
10143,14,101,1,30430
10144,0,10144,0,10144
10144,215,29,162,64375486
10145,0,10145,0,10145
10145,22,39,1,30436
10146,0,10146,0,10146
10146,363,95,290,1048901560
10147,0,10147,0,10147
10147,186,29,133,64375486
10148,0,10148,0,10148
10148,57,3,20,931480
10149,0,10149,0,10149
10149,32,5,1,30448
10150,0,10150,0,10150
10150,421,5,276,1914863224042
10151,0,10151,0,10151
10151,22,69,1,30454
10152,0,10152,0,10152
10152,107847,5,50296,50239417651233061322188659925032309930285171481197808736691556765571217250490277698325321171566376685879458195944122703654320191017378965168450298176000
10153,0,10153,0,10153
10153,10,27,1,30460
10154,0,10154,0,10154
10154,691,15,260,278363015917054
10155,0,10155,0,10155
10155,12,95,1,30466
10156,0,10156,0,10156
10156,131,5,78,115306390
10157,0,10157,0,10157
10157,104,5,39,443962
10158,0,10158,0,10158
10158,1437,5,512,2201254884194734
10159,0,10159,0,10159
10159,32,15,1,30478
10160,0,10160,0,10160
10160,1201,95,640,4258550564555690032
10161,0,10161,0,10161
10161,10,3,1,30484
10162,0,10162,0,10162
10162,305,29,124,247348798
10163,0,10163,0,10163
10163,6,17,1,30490
10164,0,10164,0,10164
10164,1069,95,508,4258550564555690032
10165,0,10165,0,10165
10165,18,15,1,30496
10166,0,10166,0,10166
10166,65,9,44,246994
10167,0,10167,0,10167
10167,44582,5,28937,3918513410980777969629643235688725456013665213369295442848155644167977705216577922172915831295022
10168,0,10168,0,10168
10168,17,119,10,232414
10169,0,10169,0,10169
10169,70,47,55,1761022
10170,0,10170,0,10170
10170,233,29,180,64375486
10171,0,10171,0,10171
10171,24,3,1,30514
10172,0,10172,0,10172
10172,179,5,60,113709880
10173,0,10173,0,10173
10173,4,1449,1,30520
10174,0,10174,0,10174
10174,4959,95,1632,316543961673015595452410282449896545566
10175,0,10175,0,10175
10175,14,5,1,30526
10176,0,10176,0,10176
10176,59,9,38,246994
10177,0,10177,0,10177
10177,2,2235,1,30532
10178,0,10178,0,10178
10178,1031,3,278,7532681353279948
10179,0,10179,0,10179
10179,50,5,1,30538
10180,0,10180,0,10180
10180,41,51,10,229498
10181,0,10181,0,10181
10181,86,27,33,2057968
10182,0,10182,0,10182
10182,133,5,68,443962
10183,0,10183,0,10183
10183,246,5,159,1869754456
10184,0,10184,0,10184
10184,167,5,48,113709880
10185,0,10185,0,10185
10185,630,15,303,14998375654
10186,0,10186,0,10186
10186,112369,69,23396,1109600581728056754509664122715745935784913854339075750194080179084884174766887542805185245369345343614
10187,0,10187,0,10187
10187,60,15,31,490708
10188,0,10188,0,10188
10188,73,11,46,14893846
10189,0,10189,0,10189
10189,176,29,123,64375486
10190,0,10190,0,10190
10190,227,11,82,1905520420
10191,0,10191,0,10191
10191,192,15,85,14078770
10192,0,10192,0,10192
10192,37,11,26,1037734
10193,0,10193,0,10193
10193,878,95,385,286783965085180559092
10194,0,10194,0,10194
10194,103,851,38,4063084
10195,0,10195,0,10195
10195,66,69,23,1979236
10196,0,10196,0,10196
10196,59,5,10,225610
10197,0,10197,0,10197
10197,50,15,19,451342
10198,0,10198,0,10198
10198,285,29,232,64375486
10199,0,10199,0,10199
10199,224,119,119,117159442048
10200,0,10200,0,10200
10200,57,15,10,224638
10201,0,10201,0,10201
10201,5456,9,2653,39264642684389352187055733771969908776
10202,0,10202,0,10202
10202,4339,95,1012,316543961673015595452410282449896545566
10203,0,10203,0,10203
10203,12,15,11,32752
10204,0,10204,0,10204
10204,5439,9,2636,39264642684389352187055733771969908776
10205,0,10205,0,10205
10205,24,5,11,31294
10206,0,10206,0,10206
10206,83,11,56,14893846
10207,0,10207,0,10207
10207,68,27,49,220750
10208,0,10208,0,10208
10208,879,5,252,555454057250044
10209,0,10209,0,10209
10209,58,3,27,495082
10210,0,10210,0,10210
10210,217,5,98,130506040
10211,0,10211,0,10211
10211,36,95,23,62548
10212,0,10212,0,10212
10212,465,11,212,65434934219416
10213,0,10213,0,10213
10213,178,95,105,1048901560
10214,0,10214,0,10214
10214,71,15,10,221236
10215,0,10215,0,10215
10215,22,5,1,30646
10216,0,10216,0,10216
10216,29,27,10,220750
10217,0,10217,0,10217
10217,8,225,1,30652
10218,0,10218,0,10218
10218,17,5,10,220264
10219,0,10219,0,10219
10219,5414,9,2611,39264642684389352187055733771969908776
10220,0,10220,0,10220
10220,67,5,10,219778
10221,0,10221,0,10221
10221,168,5,51,7001686
10222,0,10222,0,10222
10222,63,15,10,219292
10223,0,10223,0,10223
10223,20,27,1,30670
10224,0,10224,0,10224
10224,31,5,10,218806
10225,0,10225,0,10225
10225,60,5,1,30676
10226,0,10226,0,10226
10226,73,5,30,3559588
10227,0,10227,0,10227
10227,202,29,149,64375486
10228,0,10228,0,10228
10228,1281,11,496,123508759180991140
10229,0,10229,0,10229
10229,26,39,1,30688
10230,0,10230,0,10230
10230,85,5,26,4154452
10231,0,10231,0,10231
10231,10,17,1,30694
10232,0,10232,0,10232
10232,183,5,64,113709880
10233,0,10233,0,10233
10233,90,27,37,2057968
10234,0,10234,0,10234
10234,169,29,116,64375486
10235,0,10235,0,10235
10235,228,119,123,117159442048
10236,0,10236,0,10236
10236,85,15,16,462412
10237,0,10237,0,10237
10237,12,225,1,30712
10238,0,10238,0,10238
10238,99,27,30,2028448
10239,0,10239,0,10239
10239,232,119,127,117159442048
10240,0,10240,0,10240
10240,27,489,16,488656
10241,0,10241,0,10241
10241,230,119,125,117159442048
10242,0,10242,0,10242
10242,185,5,50,16276840
10243,0,10243,0,10243
10243,28,39,1,30730
10244,0,10244,0,10244
10244,23,489,16,514900
10245,0,10245,0,10245
10245,22,27,1,30736
10246,0,10246,0,10246
10246,1769,17,388,4657806808144191928762
10247,0,10247,0,10247
10247,10,225,1,30742
10248,0,10248,0,10248
10248,7241,15,1490,10452443171791743551585849732238058766902
10249,0,10249,0,10249
10249,38,95,25,62548
10250,0,10250,0,10250
10250,4785,69,1692,135145998023555424502038579958
10251,0,10251,0,10251
10251,26,5,13,31294
10252,0,10252,0,10252
10252,291,5,174,1049103574
10253,0,10253,0,10253
10253,226,119,121,117159442048
10254,0,10254,0,10254
10254,61,5,20,2078866
10255,0,10255,0,10255
10255,880,95,387,286783965085180559092
10256,0,10256,0,10256
10256,5803,9,3000,39264642684389352187055733771969908776
10257,0,10257,0,10257
10257,62,15,33,490708
10258,0,10258,0,10258
10258,108713,5,51162,50239417651233061322188659925032309930285171481197808736691556765571217250490277698325321171566376685879458195944122703654320191017378965168450298176000
10259,0,10259,0,10259
10259,88,27,35,2057968
10260,0,10260,0,10260
10260,81,347,28,33508144
10261,0,10261,0,10261
10261,16,5,1,30784
10262,0,10262,0,10262
10262,108725,5,51174,50239417651233061322188659925032309930285171481197808736691556765571217250490277698325321171566376685879458195944122703654320191017378965168450298176000
10263,0,10263,0,10263
10263,72,47,57,1761022
10264,0,10264,0,10264
10264,663,5,408,7407040143376
10265,0,10265,0,10265
10265,8,17,1,30796
10266,0,10266,0,10266
10266,2227,95,878,4679970130296385781884
10267,0,10267,0,10267
10267,106,5,41,443962
10268,0,10268,0,10268
10268,57,11,22,3866254
10269,0,10269,0,10269
10269,24,69,1,30808
10270,0,10270,0,10270
10270,655,15,468,17880074671405282
10271,0,10271,0,10271
10271,24,39,1,30814
10272,0,10272,0,10272
10272,585,119,202,2121330834406
10273,0,10273,0,10273
10273,10,51,1,30820
10274,0,10274,0,10274
10274,47,27,18,1010536
10275,0,10275,0,10275
10275,5438,9,2635,39264642684389352187055733771969908776
10276,0,10276,0,10276
10276,299,5,66,58821586
10277,0,10277,0,10277
10277,200,29,147,64375486
10278,0,10278,0,10278
10278,5457,9,2654,39264642684389352187055733771969908776
10279,0,10279,0,10279
10279,56,15,1,30838
10280,0,10280,0,10280
10280,1325,11,540,123508759180991140
10281,0,10281,0,10281
10281,12,45,1,30844
10282,0,10282,0,10282
10282,6737,5,3004,2474321215384194068177003062
10283,0,10283,0,10283
10283,58,5,1,30850
10284,0,10284,0,10284
10284,259,5,140,130506040
10285,0,10285,0,10285
10285,5396,9,2593,39264642684389352187055733771969908776
10286,0,10286,0,10286
10286,29,5,14,260800
10287,0,10287,0,10287
10287,672,15,345,14998375654
10288,0,10288,0,10288
10288,705,15,378,14998375654
10289,0,10289,0,10289
10289,18,27,1,30868
10290,0,10290,0,10290
10290,31,27,14,252052
10291,0,10291,0,10291
10291,10,29,1,30874
10292,0,10292,0,10292
10292,573,15,408,69243459007084
10293,0,10293,0,10293
10293,22,11,1,30880
10294,0,10294,0,10294
10294,119,15,70,3727744
10295,0,10295,0,10295
10295,166,5,49,7001686
10296,0,10296,0,10296
10296,133,3,66,7234966
10297,0,10297,0,10297
10297,132,5,67,443962
10298,0,10298,0,10298
10298,79,3,50,32213440
10299,0,10299,0,10299
10299,24,3,1,30898
10300,0,10300,0,10300
10300,133,95,66,7436170
10301,0,10301,0,10301
10301,5412,9,2609,39264642684389352187055733771969908776
10302,0,10302,0,10302
10302,33,2721,26,250108
10303,0,10303,0,10303
10303,14,5,1,30910
10304,0,10304,0,10304
10304,625,15,194,278363015917054
10305,0,10305,0,10305
10305,26,3,1,30916
10306,0,10306,0,10306
10306,107641,5,50090,50239417651233061322188659925032309930285171481197808736691556765571217250490277698325321171566376685879458195944122703654320191017378965168450298176000
10307,0,10307,0,10307
10307,6,225,1,30922
10308,0,10308,0,10308
10308,203,69,132,2087178472
10309,0,10309,0,10309
10309,6,171,1,30928
10310,0,10310,0,10310
10310,261,5,164,1989860122
10311,0,10311,0,10311
10311,12,27,1,30934
10312,0,10312,0,10312
10312,53,3,34,3663430
10313,0,10313,0,10313
10313,20,5,1,30940
10314,0,10314,0,10314
10314,49,5,18,223216
10315,0,10315,0,10315
10315,6,9,1,30946
10316,0,10316,0,10316
10316,7,17,6,65518
10317,0,10317,0,10317
10317,22,3,1,30952
10318,0,10318,0,10318
10318,11,3,6,65464
10319,0,10319,0,10319
10319,176,95,103,1048901560
10320,0,10320,0,10320
10320,33,15,6,65410
10321,0,10321,0,10321
10321,1006,95,445,4258550564555690032
10322,0,10322,0,10322
10322,105,5,40,443962
10323,0,10323,0,10323
10323,44,39,19,261088
10324,0,10324,0,10324
10324,13,95,6,65302
10325,0,10325,0,10325
10325,34,95,21,62548
10326,0,10326,0,10326
10326,11,27,6,65248
10327,0,10327,0,10327
10327,40,15,1,30982
10328,0,10328,0,10328
10328,23,69,6,65194
10329,0,10329,0,10329
10329,50,3,29,112744
10330,0,10330,0,10330
10330,33,5,6,65140
10331,0,10331,0,10331
10331,56,3,25,495082
10332,0,10332,0,10332
10332,187,29,134,64375486
10333,0,10333,0,10333
10333,38,3,27,32590
10334,0,10334,0,10334
10334,23,39,6,65032
10335,0,10335,0,10335
10335,302,5,185,1049103574
10336,0,10336,0,10336
10336,15,101,6,64978
10337,0,10337,0,10337
10337,66,27,47,220750
10338,0,10338,0,10338
10338,171,95,98,1048901560
10339,0,10339,0,10339
10339,104,27,49,28449370
10340,0,10340,0,10340
10340,9,51,6,64870
10341,0,10341,0,10341
10341,32,69,1,31024
10342,0,10342,0,10342
10342,37,69,6,64816
10343,0,10343,0,10343
10343,22,5,9,31294
10344,0,10344,0,10344
10344,21,3,6,64762
10345,0,10345,0,10345
10345,5472,9,2669,39264642684389352187055733771969908776
10346,0,10346,0,10346
10346,5437,9,2634,39264642684389352187055733771969908776
10347,0,10347,0,10347
10347,92,15,43,3727744
10348,0,10348,0,10348
10348,81,3,48,1004380
10349,0,10349,0,10349
10349,10,15,9,32752
10350,0,10350,0,10350
10350,29,69,6,64600
10351,0,10351,0,10351
10351,4944,95,1617,316543961673015595452410282449896545566
10352,0,10352,0,10352
10352,199,29,146,64375486
10353,0,10353,0,10353
10353,60,5,37,480664
10354,0,10354,0,10354
10354,73,5,6,64492
10355,0,10355,0,10355
10355,5454,9,2651,39264642684389352187055733771969908776
10356,0,10356,0,10356
10356,49,27,22,122950
10357,0,10357,0,10357
10357,66,95,31,125866
10358,0,10358,0,10358
10358,55,15,6,64384
10359,0,10359,0,10359
10359,56,95,23,126208
10360,0,10360,0,10360
10360,55,5,6,64330
10361,0,10361,0,10361
10361,222,119,117,117159442048
10362,0,10362,0,10362
10362,15,3,6,64276
10363,0,10363,0,10363
10363,44,15,13,128782
10364,0,10364,0,10364
10364,11,45,6,64222
10365,0,10365,0,10365
10365,70,3,25,1912816
10366,0,10366,0,10366
10366,77,5,6,64168
10367,0,10367,0,10367
10367,48,15,17,451342
10368,0,10368,0,10368
10368,79,5,6,64114
10369,0,10369,0,10369
10369,46,15,17,490708
10370,0,10370,0,10370
10370,57,5,6,64060
10371,0,10371,0,10371
10371,128,3,25,2041570
10372,0,10372,0,10372
10372,97,27,42,28449370
10373,0,10373,0,10373
10373,64,69,21,1979236
10374,0,10374,0,10374
10374,23,95,16,65302
10375,0,10375,0,10375
10375,392,95,103,2124997746688
10376,0,10376,0,10376
10376,5395,9,2592,39264642684389352187055733771969908776
10377,0,10377,0,10377
10377,1210,11,425,123508759180991140
10378,0,10378,0,10378
10378,24575,3,8476,1584501040885825247516269383276606260596188644090686861246721984228854
10379,0,10379,0,10379
10379,876,95,383,286783965085180559092
10380,0,10380,0,10380
10380,35,5,6,63790
10381,0,10381,0,10381
10381,42,15,19,965014
10382,0,10382,0,10382
10382,671,15,344,14998375654
10383,0,10383,0,10383
10383,158,5,61,1989860122
10384,0,10384,0,10384
10384,21,27,6,63682
10385,0,10385,0,10385
10385,190,15,83,14078770
10386,0,10386,0,10386
10386,41,5,6,63628
10387,0,10387,0,10387
10387,194,5,129,443962
10388,0,10388,0,10388
10388,17,27,6,63574
10389,0,10389,0,10389
10389,46,51,15,229498
10390,0,10390,0,10390
10390,75,27,56,220750
10391,0,10391,0,10391
10391,174,29,121,64375486
10392,0,10392,0,10392
10392,23,5,6,63466
10393,0,10393,0,10393
10393,710,15,383,14998375654
10394,0,10394,0,10394
10394,13,9,6,63412
10395,0,10395,0,10395
10395,42,69,11,64816
10396,0,10396,0,10396
10396,53,15,24,490708
10397,0,10397,0,10397
10397,58,15,29,490708
10398,0,10398,0,10398
10398,45,5,6,63304
10399,0,10399,0,10399
10399,84,11,61,64536010
10400,0,10400,0,10400
10400,21,11,6,63250
10401,0,10401,0,10401
10401,1234,11,449,123508759180991140
10402,0,10402,0,10402
10402,25,5,6,63196
10403,0,10403,0,10403
10403,628,15,301,14998375654
10404,0,10404,0,10404
10404,17,11,6,63142
10405,0,10405,0,10405
10405,328,29,45,263292028
10406,0,10406,0,10406
10406,165,5,48,7001686
10407,0,10407,0,10407
10407,696,15,369,14998375654
10408,0,10408,0,10408
10408,71,5,6,63034
10409,0,10409,0,10409
10409,244,5,157,1869754456
10410,0,10410,0,10410
10410,9,525,6,62980
10411,0,10411,0,10411
10411,186,5,67,130506040
10412,0,10412,0,10412
10412,131,5,66,443962
10413,0,10413,0,10413
10413,74,15,19,255094
10414,0,10414,0,10414
10414,29,5,6,62872
10415,0,10415,0,10415
10415,84,27,31,2057968
10416,0,10416,0,10416
10416,9,39,6,62818
10417,0,10417,0,10417
10417,10,3,1,31252
10418,0,10418,0,10418
10418,543,27,224,15050787730
10419,0,10419,0,10419
10419,98,5,33,443962
10420,0,10420,0,10420
10420,47,225,24,121708
10421,0,10421,0,10421
10421,48,5,1,31264
10422,0,10422,0,10422
10422,85,69,42,1979236
10423,0,10423,0,10423
10423,38,5,1,31270
10424,0,10424,0,10424
10424,15,45,6,62602
10425,0,10425,0,10425
10425,5424,9,2621,39264642684389352187055733771969908776
10426,0,10426,0,10426
10426,19,95,6,62548
10427,0,10427,0,10427
10427,2,1485,1,31282
10428,0,10428,0,10428
10428,661,15,334,14998375654
10429,0,10429,0,10429
10429,34,39,1,31288
10430,0,10430,0,10430
10430,57,9,36,246994
10431,0,10431,0,10431
10431,14,5,1,31294
10432,0,10432,0,10432
10432,29,3,16,126352
10433,0,10433,0,10433
10433,12,5,1,31300
10434,0,10434,0,10434
10434,607,11,304,140559043375090
10435,0,10435,0,10435
10435,20,15,1,31306
10436,0,10436,0,10436
10436,4957,95,1630,316543961673015595452410282449896545566
10437,0,10437,0,10437
10437,78,3,47,3847786
10438,0,10438,0,10438
10438,615,15,450,69243459007084
10439,0,10439,450,0
10440,0,10440,0,10440
10440,935,5,574,34803408372562
10441,0,10441,0,10441
10441,2,1443,1,31324
10442,0,10442,0,10442
10442,108721,5,51170,50239417651233061322188659925032309930285171481197808736691556765571217250490277698325321171566376685879458195944122703654320191017378965168450298176000
10443,0,10443,0,10443
10443,112,27,57,28449370
10444,0,10444,0,10444
10444,55,225,32,121708
10445,0,10445,0,10445
10445,22,3,1,31336
10446,0,10446,0,10446
10446,607,15,176,278363015917054
10447,0,10447,0,10447
10447,222,5,133,16045666
10448,0,10448,0,10448
10448,231,29,178,64375486
10449,0,10449,0,10449
10449,28,5,1,31348
10450,0,10450,0,10450
10450,79,11,56,64536010
10451,0,10451,0,10451
10451,68,47,53,1761022
10452,0,10452,0,10452
10452,29,15,6,61846
10453,0,10453,0,10453
10453,102,27,49,2057968
10454,0,10454,0,10454
10454,15,119,6,61792
10455,0,10455,0,10455
10455,680,15,493,17880074671405282
10456,0,10456,0,10456
10456,107607,5,50056,50239417651233061322188659925032309930285171481197808736691556765571217250490277698325321171566376685879458195944122703654320191017378965168450298176000
10457,0,10457,0,10457
10457,44580,5,28935,3918513410980777969629643235688725456013665213369295442848155644167977705216577922172915831295022
10458,0,10458,0,10458
10458,33,5,6,61684
10459,0,10459,0,10459
10459,42,5,15,65140
10460,0,10460,0,10460
10460,63,9,42,246994
10461,0,10461,0,10461
10461,1472,29,633,74801570445720846602224
10462,0,10462,0,10462
10462,35,507,6,61576
10463,0,10463,0,10463
10463,16,15,1,31390
10464,0,10464,0,10464
10464,107631,5,50080,50239417651233061322188659925032309930285171481197808736691556765571217250490277698325321171566376685879458195944122703654320191017378965168450298176000
10465,0,10465,0,10465
10465,172,5,55,7001686
10466,0,10466,0,10466
10466,43,95,32,64258
10467,0,10467,0,10467
10467,292,95,219,1048901560
10468,0,10468,0,10468
10468,77,15,24,219292
10469,0,10469,0,10469
10469,4,17,1,31408
10470,0,10470,0,10470
10470,183,95,110,1048901560
10471,0,10471,0,10471
10471,22,5,1,31414
10472,0,10472,0,10472
10472,21,3,6,61306
10473,0,10473,0,10473
10473,6,95,1,31420
10474,0,10474,0,10474
10474,145,5,80,443962
10475,0,10475,0,10475
10475,8,3,1,31426
10476,0,10476,0,10476
10476,37,15,20,245536
10477,0,10477,0,10477
10477,14,11,1,31432
10478,0,10478,0,10478
10478,93,5,22,481960
10479,0,10479,0,10479
10479,12,3,1,31438
10480,0,10480,0,10480
10480,53,27,34,220750
10481,0,10481,0,10481
10481,30,15,1,31444
10482,0,10482,0,10482
10482,87,3,64,4185394
10483,0,10483,0,10483
10483,8,11,1,31450
10484,0,10484,0,10484
10484,27,5,6,60982
10485,0,10485,0,10485
10485,6,27,1,31456
10486,0,10486,1,0
10487,0,10487,0,10487
10487,102,5,37,443962
10488,0,10488,0,10488
10488,29,11,6,60874
10489,0,10489,0,10489
10489,38,15,1,31468
10490,0,10490,0,10490
10490,43,39,6,60820
10491,0,10491,0,10491
10491,12,47,1,31474
10492,0,10492,0,10492
10492,115,5,50,443962
10493,0,10493,0,10493
10493,10,95,1,31480
10494,0,10494,0,10494
10494,31,95,24,65302
10495,0,10495,0,10495
10495,16,47,1,31486
10496,0,10496,0,10496
10496,33,95,6,60658
10497,0,10497,0,10497
10497,14,47,1,31492
10498,0,10498,0,10498
10498,667,15,480,17880074671405282
10499,0,10499,0,10499
10499,8,27,1,31498
10500,0,10500,0,10500
10500,29,95,6,60550
10501,0,10501,0,10501
10501,14,3,1,31504
10502,0,10502,0,10502
10502,39,15,6,60496
10503,0,10503,0,10503
10503,8,95,1,31510
10504,0,10504,0,10504
10504,1229,11,444,123508759180991140
10505,0,10505,0,10505
10505,20,69,1,31516
10506,0,10506,0,10506
10506,113,5,48,443962
10507,0,10507,0,10507
